iter	Logloss
474	0.2264452909
475	0.2258625941
476	0.2256825902
477	0.2253165789
478	0.2251351099
479	0.2247585648
480	0.2244593455
481	0.2242726642
482	0.2239700278
483	0.2237146035
484	0.2233295637
485	0.2229657454
486	0.2224856472
487	0.222214337
488	0.221965248
489	0.2215448315
490	0.2213629425
491	0.2211416255
492	0.2208270493
493	0.2207410045
494	0.2202551938
495	0.2201150146
496	0.2198190572
497	0.2192548364
498	0.2188383831
499	0.2185118426
500	0.2180424804
501	0.2177125783
502	0.2174924262
503	0.2173227825
504	0.2169615829
505	0.2167987343
506	0.2164537913
507	0.2161049106
508	0.2157847067
509	0.2155904307
510	0.2155273704
511	0.2152471832
512	0.2149761557
513	0.2146097146
514	0.2143545129
515	0.2138881425
516	0.2137586712
517	0.2132204826
518	0.2129003213
519	0.2127167713
520	0.2122887023
521	0.21192367
522	0.2113648595
523	0.2111365116
524	0.2109840284
525	0.2105011088
526	0.2102894465
527	0.2098373268
528	0.2095106045
529	0.2092045831
530	0.208897928
531	0.2082635387
532	0.207930193
533	0.207735135
534	0.2075154058
535	0.2074793997
536	0.2069373933
537	0.2066853501
538	0.2062923955
539	0.2060534142
540	0.2057669342
541	0.2055800438
542	0.2054315194
543	0.2052752392
544	0.2046583745
545	0.2042096061
546	0.2038271704
547	0.2034724855
548	0.2030306997
549	0.202906971
550	0.2023898279
551	0.2020705358
552	0.201986841
553	0.2015355986
554	0.2010492599
555	0.200758607
556	0.2005697662
557	0.2004206858
558	0.2002449856
559	0.2000726069
560	0.1998289863
561	0.1997574371
562	0.1995813148
563	0.1995399809
564	0.1992216259
565	0.1991796191
566	0.1987246736
567	0.1986818657
568	0.1984042943
569	0.1978445201
570	0.1974539923
571	0.1970061526
572	0.1967530393
573	0.1964563277
574	0.1960008043
575	0.1958861766
576	0.1958610798
577	0.1956768414
578	0.1954038171
579	0.1953151527
580	0.1950680064
581	0.195021358
582	0.1949845151
583	0.1947688617
584	0.1944254743
585	0.194107116
586	0.1938916733
587	0.1937236285
588	0.1934436323
589	0.1933904081
590	0.193071433
591	0.1928513257
592	0.1928162264
593	0.1923967359
594	0.1921677976
595	0.1920419906
596	0.1915969511
597	0.1915518346
598	0.1913931118
599	0.1912118263
600	0.1910477193
601	0.1907502929
602	0.1904790372
603	0.1904523057
604	0.19029296
605	0.1900672321
606	0.1896982969
607	0.1894991192
608	0.1892823742
609	0.1889728438
610	0.1886790283
611	0.1884746112
612	0.188138279
613	0.1879326185
614	0.1875662489
615	0.1872032857
616	0.1867444223
617	0.186472842
618	0.1862549604
619	0.186051523
620	0.1858011074
621	0.1857546397
622	0.1856567648
623	0.1853763054
624	0.1847900513
625	0.1843358826
626	0.184309642
627	0.1839513033
628	0.1839050663
629	0.1836722995
630	0.1834866401
631	0.1833036087
632	0.1828452157
633	0.1824044561
634	0.1822668164
635	0.182117606
636	0.181567331
637	0.1813027017
638	0.1809764517
639	0.1806153221
640	0.1802856397
641	0.1800626073
642	0.1797857006
643	0.1795922638
644	0.179560155
645	0.1791252945
646	0.1788495712
647	0.1784167368
648	0.1779441162
649	0.1776681976
650	0.1773564924
651	0.1771479254
652	0.1771225312
653	0.1766597511
654	0.1765977666
655	0.1763708332
656	0.1761841319
657	0.1760355862
658	0.175644022
659	0.1752886108
660	0.1749461263
661	0.1745695219
662	0.174500132
663	0.1744626783
664	0.1740908736
665	0.1738046578
666	0.1733812717
667	0.172932764
668	0.1726884302
669	0.1722981215
670	0.1719920568
671	0.1717189155
672	0.1714200776
673	0.1713954154
674	0.1710225425
675	0.1708043539
676	0.1705502485
677	0.1702405427
678	0.17020404
679	0.1699153494
680	0.169866892
681	0.169582483
682	0.1690651844
683	0.1687427645
684	0.1683382256
685	0.167969529
686	0.167941756
687	0.1675897959
688	0.1673765537
689	0.1673480718
690	0.1670197489
691	0.1668160528
692	0.1663880241
693	0.1660840977
694	0.1658049085
695	0.1654617228
696	0.165370612
697	0.1652109515
698	0.1648785381
699	0.1647745195
700	0.1644455085
701	0.1642706177
702	0.1639340362
703	0.1635733851
704	0.1635460535
705	0.1634444625
706	0.162927468
707	0.1625227732
708	0.1623397841
709	0.1621368276
710	0.1620427269
711	0.161761718
712	0.1615495429
713	0.1612656862
714	0.1608407516
715	0.1607066148
716	0.1605408709
717	0.1600796791
718	0.1597931217
719	0.1596616327
720	0.1595170331
721	0.1590894133
722	0.1587193004
723	0.1584786971
724	0.1582631232
725	0.1579617823
726	0.157594505
727	0.1575329959
728	0.1575101644
729	0.1574632243
730	0.1572455184
731	0.157186441
732	0.1567641644
733	0.1565240464
734	0.1563135282
735	0.1558680619
736	0.1556779171
737	0.1553885524
738	0.1551920377
739	0.1549608941
740	0.1547901684
741	0.1547659665
742	0.1545467912
743	0.154038836
744	0.1536604082
745	0.1533440499
746	0.1531264746
747	0.1528046769
748	0.1526640414
749	0.1524916439
750	0.1522806373
751	0.1520669684
752	0.1516879518
753	0.1513550509
754	0.150997209
755	0.1506756463
756	0.1504009741
757	0.1502004845
758	0.1499333398
759	0.1497469804
760	0.1494741696
761	0.1491929589
762	0.1490644166
763	0.1489214043
764	0.1486731699
765	0.1484673555
766	0.148184607
767	0.1481679806
768	0.1479128708
769	0.1476112475
770	0.147424234
771	0.1472234422
772	0.1470739688
773	0.1468377365
774	0.1465482825
775	0.1462958983
776	0.1462005084
777	0.145985648
778	0.1457352476
779	0.1455416961
780	0.1451954773
781	0.1449107907
782	0.144689051
783	0.1445077456
784	0.1442782994
785	0.1440498628
786	0.1438030872
787	0.1435430116
788	0.1432745158
789	0.1431397501
790	0.1429610937
791	0.1427246936
792	0.1425260956
793	0.1423629536
794	0.1421229582
795	0.1419162371
796	0.141690707
797	0.1416550236
798	0.1414702731
799	0.1412222857
800	0.1410408377
801	0.1407602342
802	0.1404338914
803	0.1403044373
804	0.1401737608
805	0.1400634884
806	0.1400387578
807	0.13985483
808	0.1396596971
809	0.1396387568
810	0.1396048081
811	0.1395899558
812	0.1394039148
813	0.1393024675
814	0.1390661026
815	0.1388617398
816	0.1385559607
817	0.1382810463
818	0.1381244705
819	0.1381045945
820	0.1380855158
821	0.1380648944
822	0.1377931878
823	0.1375419325
824	0.1374214405
825	0.1371769642
826	0.1371449842
827	0.1369338872
828	0.1368825218
829	0.1367429838
830	0.1365987012
831	0.136430399
832	0.1361074504
833	0.1358777284
834	0.135659636
835	0.1356457388
836	0.1354032672
837	0.1352265176
838	0.1350861502
839	0.1348449809
840	0.134550028
841	0.1345080806
842	0.134204958
843	0.1340016933
844	0.1337503747
845	0.133523146
846	0.1332900303
847	0.1330842399
848	0.132857558
849	0.1326919695
850	0.1324324031
851	0.1321761742
852	0.1321456931
853	0.1319250959
854	0.1317211351
855	0.1315148002
856	0.131265668
857	0.1311014155
858	0.1309734345
859	0.130750659
860	0.1304983885
861	0.1304697185
862	0.1302649102
863	0.1301272217
864	0.1299746062
865	0.1299453993
866	0.1297965833
867	0.1296429729
868	0.129420849
869	0.1292110719
870	0.1290015303
871	0.1287673969
872	0.1286389688
873	0.1284072138
874	0.1282638518
875	0.1280673704
876	0.1279344326
877	0.1277471445
878	0.1275155658
879	0.127345444
880	0.1271198086
881	0.1269214958
882	0.1266879032
883	0.1265073975
884	0.1263052988
885	0.1260551469
886	0.1258692434
887	0.1256975501
888	0.1254432862
889	0.1250786918
890	0.1249005163
891	0.1246589446
892	0.1244120769
893	0.1242134747
894	0.1241756876
895	0.1241590381
896	0.1239948602
897	0.1237102972
898	0.1235581471
899	0.1234346428
900	0.1231521046
901	0.1229712288
902	0.1227486239
903	0.1225175211
904	0.1222721934
905	0.1220646824
906	0.1218993427
907	0.1217783966
908	0.1216372359
909	0.121519704
910	0.1212146244
911	0.1210688155
912	0.1209055467
913	0.1206069563
914	0.1204192235
915	0.1201808219
916	0.1200255439
917	0.1197920163
918	0.1196244187
919	0.119612433
920	0.1193077089
921	0.1191815508
922	0.118894735
923	0.1186929427
924	0.1185404463
925	0.1184186631
926	0.1182160354
927	0.1180128592
928	0.1177890483
929	0.1177573367
930	0.1176755432
931	0.1175391711
932	0.1175255678
933	0.1173204154
934	0.1171823328
935	0.1171488524
936	0.1170041456
937	0.1167200061
938	0.116525122
939	0.1163424319
940	0.1161226679
941	0.1160156151
942	0.1158669361
943	0.1158558614
944	0.1155993619
945	0.1155847018
946	0.1155092171
947	0.1154852127
948	0.1154086236
949	0.1153952647
950	0.1152336401
951	0.1150656893
952	0.1149305576
953	0.1148220654
954	0.1145756356
955	0.11456247
956	0.1143975595
957	0.1142202721
958	0.1141974261
959	0.114098583
960	0.1139007751
961	0.1137582865
962	0.1135561401
963	0.113384534
964	0.1133724218
965	0.1132170852
966	0.1130042853
967	0.1128127752
968	0.112768715
969	0.112615675
970	0.112414044
971	0.1122418794
972	0.1121232494
973	0.1119706098
974	0.1118127641
975	0.1118026301
976	0.1117074358
977	0.1116276891
978	0.1115100368
979	0.1114372396
980	0.1113172467
981	0.1113060753
982	0.1112557173
983	0.1110691042
984	0.1108991359
985	0.1108854147
986	0.1107132311
987	0.1105381819
988	0.1103711352
989	0.110189749
990	0.110022316
991	0.1100110595
992	0.1099890009
993	0.1099769116
994	0.1097392064
995	0.1097280126
996	0.1097132347
997	0.1096000867
998	0.1094905776
999	0.1094621079
